ID,text,label
7.68098E+17,Josh Jenkins is looking forward to TAB Breeders Crown Super Sunday https://t.co/antImqAo4Y https://t.co/ejnA78Sks0,1
7.68098E+17,RT @MianUsmanJaved: Congratulations Pakistan on becoming #No1TestTeam in the world against all odds! #JI_PakZindabadRallies https://t.co/1o…,1
7.68098E+17,"RT @PEPalerts: This September, @YESmag is taking you to Maine Mendoza’s surprise thanksgiving party she threw for her fans! https://t.co/oX…",1
7.68098E+17,"RT @david_gaibis: Newly painted walls, thanks a million to our custodial painters this summer.  Great job ladies!!!#EC_proud https://t.co/…",1
7.68098E+17,RT @CedricFeschotte: Excited to announce: as of July 2017 Feschotte lab will be relocating to @Cornell MBG https://t.co/dd0FG7BRx3,1
7.68098E+17,RT @SH4WNSMILE: -Who is excited for illuminate !? -.... https://t.co/AKnIVEGUOe,1
7.68098E+17,RT @KendallHuntRPD: The #firstdayofschool for students &amp; teachers. Good luck and have a Successful 2016-17 School Year #EducationMatters ht…,1
7.68098E+17,RT @BantySrkian: #SRK and kajol in the making of DDLJ song .. Both are greatest ever 🙏🙏🙏 https://t.co/Aa7fAvvtNE,1
7.68098E+17,RT @GayHopper_com: I'm happy! https://t.co/fKXbN3Zhtd,1
7.68098E+17,"RT @StarCinema: Kathryn, Daniel share memorable experience in Barcelona SEE INTERVIEW HERE: https://t.co/Vub69JTdKL https://t.co/NntyQWs7To",1
7.68098E+17,We can have lots of fun and we can do it on Skype! :D : https://t.co/Cw4HfkS9kP Please RT #camgirl https://t.co/yyh0Any3bo,1
7.68098E+17,"Happy birthday to the most handsome kid in the world, love u like the son I never had congrats on the L @Snavitsky7 https://t.co/wGGb6sXTUt",1
7.68098E+17,"RT @SKDurrani_: @AatifAzio people of Pak are politically aware now, thanks to #ImranKhan https://t.co/LYHZ7ERsyd",1
7.68098E+17,RT @ShaiLinne: Feels so good to (finally) be back in the studio! So much to be said! #StillJesus https://t.co/zSz8cT8gIg,1
7.68098E+17,RT @ChelseaFC: It's been a glorious day at Stamford Bridge! Four hours to go until tonight's game v Bristol Rovers... https://t.co/IAwKTZ…,1
7.68098E+17,#Repost of @champagnebanjee making us look GOOD. Look at that muscle butt in a #FTGRUNT jock! #InstaGrunt https://t.co/E9H3FRurCo,1
7.68098E+17,RT @giveasyoulive: Yes #CharityTuesday - Tweet us your chosen charity to WIN them a £20 donation &amp; yourself a £20 @amazon voucher #WOW http…,1
7.68098E+17,RT @derasachasauda: Watch live streaming of #TRLday2 &amp; enjoy updates.Catch the fantastic fusion of traditional games. Stay connected! https…,1
7.68098E+17,"Much love to my people that cook and clean in the Olympic Village, often overlooked but I see you.#TeachMeHow2Love https://t.co/zqpEM5Ev9J",1
7.68098E+17,hello everyone i'm in love with chelsea https://t.co/wdxBjS3aJM,1
7.68098E+17,We wish we were with @TrisselBrooke in Hawaii so we are playing with sea shells. https://t.co/y03rJQmE2q,1
7.68098E+17,See our fabulous list of Iceland workshops...https://t.co/ZfSZUWj8Au https://t.co/xMT5w6HJKT,1
7.68098E+17,[My Best Fans] @EasySiimon @RealRushente @abgefused @holiday_doc @RubyComet @8RLP8 via https://t.co/fM4TloyDit https://t.co/cKdirOw8QI,1
7.68098E+17,RT @awseokjin: the smallest most adorable human in the world https://t.co/i5k3rzF9dX,1
7.68098E+17,"RT @Gurmeetramrahim: Its #TRLday2 Enjoy the League along with good Health, with new grocery products by @MSGAllTrading https://t.co/ksfpNpc…",1
7.68098E+17,"RT @hoseokahhh: ""who is this song forwhat do i sing foreverything is meaningless nowi have no one left now"" https://t.co/JMavT2HYqH",0
7.68098E+17,@DuncanSlater3 Great to meet you and the @supportthewalk team at the #RAGC16 event today @HertsSV @sportinherts https://t.co/4MueFT8LUP,1
7.68098E+17,RT @Juiced_TV: Tonight's on set action with our wonderful visitors @chrishemsworth &amp; @twhiddleston #JuicedTV #ThorRagnarok https://t.co/QHZ…,1
7.68098E+17,RT @4FreedominIran: Depriving prisoners of access 2 medical services is a clear case of a crime against #humanity #FreeGolipour #Medical ht…,0
7.68098E+17,i truly love heartfelt passionate mic holding https://t.co/HQzLx8VuSk,1
7.68098E+17,RT @lethu2: Hi everyone WE FOUND HIM..THANK YOU TO EVERY SINGLE ONE OF YOU!! He was found at the Diepkloof Police station https://t.co/v3PK…,1
7.68098E+17,RT @UPSjobs: We choose a new Summer #Giveaway winner every Friday. RT for your chance to win! #Contest https://t.co/tBLNmfklQe,1
7.68098E+17,LOST DOG NAME: KONIKoni was lost around 8/20 and found 8/21 but escaped from who she was caught by on 8/22 pls rt https://t.co/v34ohnaB0H,0
7.68098E+17,RT @WestMidSafari: Actors wanted for our Spooky Spectacular event!Read more &amp; apply at https://t.co/loVioqd2qq#jobs #jobsearch #worcs htt…,1
7.68098E+17,"Found a Transponder Snail!Giants, sea monsters and other amazing encounters!https://t.co/p3DBLdzeo9 #TreCru https://t.co/9v4aD9DIAe",1
7.68098E+17,RT @MadisonKocian: Great start to my day😍☺️ https://t.co/FazG0c3E9E,1
7.68098E+17,RT @johndory49: The man who exposed the Nurofen scandal now questions ABC's deal with dodgy Swisse!! https://t.co/xxoJ9NbLae #auspol https:…,0
7.68098E+17,RT @blackedfriction: i hate telling people i like twenty one pilots because than they think im into this kind of shit https://t.co/aQyM5O4e…,0
7.68098E+17,"RT @bastilledan: Thanks to everyone who took part in #wildworldreveal - you can pre-order ""Wild World"" from https://t.co/tami6R90yf https:/…",1
7.68098E+17,RT @DailyMailCeleb: Jessica Alba is breathtaking! https://t.co/Vp8qitwChQ https://t.co/PRgNeCOfbt,1
7.68098E+17,RT @Lightshense: Gorgeous Shoes! More Colors - More Summer Fashion Trends To Not Miss This Season. #shoes #fashion https://t.co/PITaz7WK4I,1
7.68098E+17,"RT @girlposts: ""Girl u need to stop asking to die it gets really annoying im a busy person"" https://t.co/AaNCT0KRGT",0
7.68098E+17,RT @relombardo3: I Oppose Medical Marijuana But I'd Be Happy 2 Refill Your Oxycontin.It's FDA Approved Which Means It's 100% Safe! 😷 https…,1
7.68098E+17,"@gamma_tay just checking in, looks like you're still cute. Thanks for listening to my plea. https://t.co/bZLHFhLLgr",1
7.68098E+17,Your Unique Chance To Get Rich!  Accept the offer right now!=&gt; https://t.co/m77wMfKtwp https://t.co/XzjGmjgah6,1
7.68098E+17,RT @creamykinss: Lulus (Shockoe Bottom) great for brunch. The red velvet waffles are A1. Make reservations on weekends https://t.co/VTH90fs…,1
7.68098E+17,RT @TheCIassicJams: Lmao I love Twitter https://t.co/j7RLOIXKtS,1
7.68098E+17,RT @BarlowAdventure: The road to Hell is paved with good intentions. The road to Heaven isn't paved at all. #Moab #Sedona #Jeep https://t.c…,1
7.68098E+17,"RT @BOOYAHWENDY: wendy as a girlfriend text ver- fast reply 24/7- ""have you eaten ""- emojis at its best- morning and night wishes https…",1
7.68098E+17,RT @iHeartTheSarahG: We love youuuuuu!!! :DWelcomeBack QueenSARAHG#PUSHAwardsPopsters https://t.co/UioQ4ztHzY,1
7.68098E+17,@DisneyDuckLover crappy pics but great memories!! #CountdownToDLPHalloween https://t.co/S3nCDHRYl3,1
7.68098E+17,RT @SB_NuNu13: 😅 this would be nice https://t.co/EtR9PjLhMf,1
7.68098E+17,RT @FemaleTexts: oh my god this is so cute and precious https://t.co/OW1kvcRtwp,1
7.68098E+17,"RT @SriSri: Thanks to technology, could teach Sudarshan Kriya to over 100,000 people at 1800 locations in India through webcast. https://t.…",1
7.68098E+17,RT @shawnpicsdaily: good morning! have a great day everyone 💕 https://t.co/KA0qGHkKO8,1
7.68098E+17,Gathering for the #WireToLearn Summit! Thank you @kCura ! https://t.co/t6HDhvj71V,1
7.68098E+17,#BSM It's truly a win win scenario for physics research!  https://t.co/q7bm0Iz4gn via @YouTube #physics https://t.co/1sDTfny9KS,1
7.68098E+17,"RT @girlhoodposts: ""Girl u need to stop asking to die it gets really annoying im a busy person"" https://t.co/bynTurRvad",0
7.68098E+17,RT @WaladShami: Next time someone tells you Israel isn't committing a genocide show them this. https://t.co/0msRsQLWPj,0
7.68098E+17,"RT @FierceMarriage: ""...to be fully known and truly loved is, well, a lot like being loved by God."" ~@timkellernyc #marriage https://t.co/v…",1
7.68098E+17,Well nice now I'll have the Chinese and the Korean version https://t.co/qXdSsMR09U,1
7.68098E+17,RT @Gurmeetramrahim: Superb #Craze4MSG2 among fans! Set a World Record by unveiling the largest film poster of 64258.47 sq feet. Congrats!…,1
7.68098E+17,Congrats @TorreyPinesGCSD! #20 @Golf_com Top 100 US Courses! Home of @FarmersInsOpen! https://t.co/JrUTHQnRqGhttps://t.co/llFRVwgiyW,1
7.68098E+17,"RT @girlposts: ""Girl u need to stop asking to die it gets really annoying im a busy person"" https://t.co/AaNCT0KRGT",0
7.68098E+17,"RT @selenadeepikas: Just every piece of them is so perfect, I can't find the right words. https://t.co/4WMkMP5Pri",1
7.68099E+17,RT @MadisonKocian: Great start to my day😍☺️ https://t.co/FazG0c3E9E,1
7.68098E+17,"RT @OkKelly22: Not only are we surrounded by clowns,fools and useful idiots,we now have 000s more rapists,parasites and predators https://t…",0
7.68098E+17,RT @IamNickerbacher: astound yourself todayinspiration by Thomas A Edison#quote #inspiration #astoundingvia @PalmyHealing https://t.co/i…,1
7.68099E+17,"RT @NYDailyNews: Cincinnati Zoo deletes Twitter account after harassment — ""just like they deleted Harambe"" https://t.co/iweApO2K8z https:/…",0
7.68099E+17,RT @thecamdamage: Here's a photo of my cat being beautiful. You're welcome. https://t.co/MXrBjdXo0p,1
7.68098E+17,RT @TinyCammer: AND WE'RE BACK ! cum see me in my magical creation masturbation station ;) https://t.co/p9OiDRkDOG https://t.co/WDpoiZizJD,1
7.68099E+17,RT @smkoneru: Beautiful photo from #JanathaGarage..  You will be treated to some fantastic visuals on September 1st https://t.co/9TH2YLnYvF,1
7.68099E+17,RT @iconickkk: I love facetiming random numbers https://t.co/Is7NUi18Qs,1
7.68098E+17,RT @GilbertNetball: We're celebrating the Quad Series! Win 1 of these signature netballs - follow and RT to enter. 2 prizes to win! htt…,1
7.68099E+17,Can't wait to see everyone rocking their fanny packs today!! #SpiritWeek #TouristDay #ShowUsYourPics #hhsgvo https://t.co/PmZ8tBdvaR,1
7.68098E+17,@realDonaldTrump The TRUE UGLY AMERICAN and embarrassment of the USA is HILLBILLARY https://t.co/sLO7chtWZj,0
7.68098E+17,"@JacksonvilleCP #swjax No talk, all action. Validate business ideas, meet co-founder, awesome mentors to help you!! https://t.co/AnHZXiIGVF",1
7.68098E+17,RT @greysonchance: Friends!!! I'm excited to announce 2 shows first week of Sept. in San Diego and Dallas! 🇺🇸https://t.co/19v03T4ZeG https…,1
7.68099E+17,Ryan Lochte's fake Rio robbery gets songified https://t.co/NYUw8AIyyX https://t.co/pU1nxdXB88,0
7.68099E+17,"RT @ScienceChannel: This beautiful Hubble image shows the ghostly remains of a star, which detonated 160,000 light-years away. https://t.co…",1
7.68099E+17,Shia lebouf watching himself watch transformers is the best thing ever https://t.co/06cW0AOQW0,1
7.68099E+17,Two more beauties from last night with my @Celestron scope! 2 components of the Veil nebula. Enjoy! https://t.co/lr5ae1gtR9,1
7.68099E+17,RT @chloeonvine: Be careful who you call ugly in highschool https://t.co/rTPIADUHal,0
7.68099E+17,RT @markandestel: Love these beauties #missmalibu @KimFriedmutter @lisapliner ❤️❤️❤️❤️ #markandestel https://t.co/iCpVTXgLcC,1
7.68099E+17,I LOVE EVERYTHING ABOUT THIS https://t.co/wfwZw8emCU,1
7.68099E+17,RT @HeskethGolfClub: Congratulations to the #HeskethGC Junior Team on another victory in the SDGA Summer League v @ormskirkgc 5-2 #golf htt…,1
7.68099E+17,RT @zxxchh: when ur mate tells u all the awful &amp; cringey things u did while u were drunk &amp; ur just like https://t.co/AHkpm7Tz2b,0
7.68099E+17,These cute stylehaulsteph shares that my @StyleHaul team made are amazing!! #BeInspired https://t.co/Hm2XonExJ2,1
7.68099E+17,RT @meaningfulJIMIN: JUNGKOOK LOOKS SO CUTE HERE LOOK AT HIS PRECIOUS SMILE https://t.co/eT6qngQeRF,1
7.68099E+17,RT @upadhyaysbjp: Pic1. Dy CM @msisodia shamelessly LYING about his corrupt OSDPic2. Sisodia EXPOSED by Kejriwal Govt's posting order http…,0
7.68099E+17,Good morning. Have a terrific Tuesday #inspiration #LiveYourDream https://t.co/7UHxX2tkiN,1
7.68099E+17,RT @itsainexxx: When a soldier will save his girl even if it cost his life ❤ #DOTSPackage https://t.co/oO0pK4313u,1
7.68099E+17,"RT @MunchlaxRegrets: I'm just gonna leave this here for s̶o̶m̶e̶ all of youAlso SOURCE for lovely, lovely set: https://t.co/5kk7PFmTRY ht…",1
7.68099E+17,RT @derasachasauda: Watch live streaming of #TRLday2 &amp; enjoy updates.Catch the fantastic fusion of traditional games. Stay connected! https…,1
7.68099E+17,RT @startrailsIV: 5* Fun witty &amp; informative WHOBEDAS GUIDE TO BASIC #ASTROLOGY https://t.co/cTrcaSDd8h #ASMSG #horoscopes https://t.co/yD7…,1
7.68099E+17,RT @BleacherReport: 5-time NBA champion.2-time Finals MVP. 18-time All-Star.So much accomplished in 38 years. #HappyBirthdayKobe https:…,1
7.68099E+17,@BrandonBegley_ this'll cheer you up https://t.co/hlBapok8eV,1
7.68099E+17,RT @Cr7Prince4ever: Greatest player of all time!https://t.co/kZvPP6aVV5 https://t.co/vyQgZb91f2,1
7.68099E+17,RT @MeatScales: @col_nj @handley_dix Was he unemployed? Oops! Never mind... https://t.co/iCSWGIAMYX,0
7.68099E+17,RT @WakaMcgoy: Words can not describe how good of a friend you were.. I'm going to miss you forever brother. Love you Colson RIP https://t.…,1
7.68099E+17,"RT @HTC_AmberW: Feeling blessed to be able to be a role model to so many young girls, keep dreaming because anything is possible! https://t…",1
7.68099E+17,RT @Sheilascott: Moray Wheelers' Project Georgia raffle tickets. LOTS of lovely prizes @GeegeeMansfield  #fundraisingnextolympians https:/…,1
7.68099E+17,RT @SpotSpyke: @AlDubBigBoyz @bojeecooper2 @cherryg_89 Thank you Aldub. Love ko kayo. #ALDUBPwedeNaMag https://t.co/GlVQCjP3xd,1
7.68099E+17,RT @LittleMix: V festival was one of the best weekends ever.. So proud of us girls.. One of my fav sets ever 😍❤️  Leigh x https://t.co/U1Vu…,1
7.68099E+17,"""damn it feels good to be black ""✊🏾 @ingrid tonight @HOBHouston ! Come get some #TrillFeels 🤘🏾💥 https://t.co/yn2HNzlEla",1
7.68099E+17,"RT @ADevotedYogi: ""Valuable friends will bring more #richness to your life than #valuable things."" ~ A.D. Williams https://t.co/Q2nSzFxuka",1
7.68099E+17,RT @MCLISSEroyals: head writer ng DREAMSCAPE find them cute and cool together MCLISSE ThanksDreamscape https://t.co/789iJSEigo,1
7.68099E+17,I love his teeth seriously! https://t.co/sC3oID4vYI,1
7.68099E+17,"RT @LifeNewsHQ: Simone Biles’ Mom Battled Addiction and Could Have Aborted, But Something Wonderful Happened https://t.co/JEIy3c3KqH https:…",1
7.68099E+17,Kathy Murray is one of seven honorees. She is nominated for a Legacy Award in the area of Education and Humanities. https://t.co/nWxN1hCwrB,1
7.68099E+17,Professional son of a bitch https://t.co/EEwcwAYlwS,0
7.68099E+17,RT @JesssssMoooreee: .@IdiotOlympics is proof that most people in this world are complete MORONS 😂😂. You NEED to follow this account!! http…,0
7.68099E+17,RT @carrera4it: Great design in #PebbleBeach via @Petrolicious 👏👏@11_Porsche @PrestigeDiesels @LeahRebeccaUK @Tato1979 @CivicSi1992 https:…,1
7.68099E+17,RT @WayneLongSJ: So sorry to hear of the passing of #SaintJohn legend and icon #ElsieWayne. @CPC_HQ and Canada have lost an icon. https://t…,0
7.68099E+17,RT @GirlsReIates: This is the best piece of writing I've ever read. https://t.co/KVupbem6jN,1
7.68099E+17,"RT @TRILLESTBLASIAN: If this shit is real, this is fucking crazy ... #RIPSwipey 🙏🏽 https://t.co/vQsLDAgTsT",0
7.68099E+17,"RT @br_kicks: Happy birthday, @kobebryant https://t.co/OGwPPmfohf",1
7.68099E+17,"RT @NoamDar: ""I don't care if you're the champ, get in the back Mr Demon"" 😝 congrats ma man! #SummerSlam https://t.co/4NsfTmOzSy",1
7.68099E+17,"RT @BrooklynNets: RT to wish 🎉 @JLin7 🎉 a Happy Birthday, #Nets fans! https://t.co/iQ26QHSPaU",1
7.68099E+17,RT @ZaynForHero: BEST SONG EVER #MTVHottest ZAYN https://t.co/oEkQtICQHR,1
7.68099E+17,Thanks to @BronAfon the outside hedge has been cut today. https://t.co/jIRu261py4,1
7.68099E+17,RT @JeezyAllOver: Get you a man who is good with kids https://t.co/L1rVdyPKai,1
7.68099E+17,RT @dklasummer: This sounds really cool so do it :) (Stolen from @frantashadow https://t.co/4cUO7HTuQ2,1
7.68099E+17,RT @babaruh: My new photoset is live. Login and enjoy! https://t.co/prNA0SaWRT @modelcentro https://t.co/17ttI8udbo,1
7.68099E+17,RT @MilfMakayla: I look good https://t.co/ULNqBQIJiE,1
7.68099E+17,RT @CNN: James Carville: People will die if the Clinton Foundation is shut down https://t.co/T6L9x8CXjb https://t.co/F79hKO49vm,0
7.68099E+17,RT @narrationbygeo: NOW HERE! My newest book LOVE'S GREAT PLAN #romance #audiobook @ReginaPucket. New samples:https://t.co/GkEdMepkkp https…,1
7.68099E+17,"RT @ArtofLiving: For those who have good intentions, any time is a good time! | #Wisdom by Gurudev @SriSri | https://t.co/iajsp3vT1N https:…",1
7.68099E+17,"@TheRealSlamtana May Allah bless u my brother ,great game yesterday https://t.co/DFtSfCkc76",1
7.68099E+17,RT @umichwrestling: Big delivery this morning at Bahna. New mats look great! #GoBlue https://t.co/oY8zngWTgh,1
7.68099E+17,RT @AirCanadaCentre: Last night was awesome. Here are some more pics from #ShawnWorldTourToronto: https://t.co/atohcW314y https://t.co/knUM…,1
7.68099E+17,We've got a lovely Brazilian Blonde on this afternoon @WindsorEtonBrew #TeamGB #Teddington https://t.co/8F1GL5B7v7,1
7.68099E+17,Congrats mah bitch and the whole team!!! Love u @shannevaldez 💖 #Ceusportsfest2016 https://t.co/jdnJr7ur7H,1
7.68099E+17,"RT @musicboxtheatre: On this day in 1929, the Music Box opened its doors. Thanks to all who've joined us for a film the past 87 years. http…",1
7.68099E+17,RT @ImTitoSenSotto: THIS IS BEAUTIFUL... THE SOURCE OF INSPIRATION TO MANY#ALDUBPwedeNaMag https://t.co/nupFP5VHts,1
7.68099E+17,RT @AnupUpadhyay11: @ChouhanShivraj  None of the allegations r proved! Still unjustified jail since past 3 years!why? #Justice4Bapuji https…,0
7.68099E+17,RT @FTHRNICO: Happy Birthday Boat 🚣🏾Here's a design of your face as an island @lilyachty https://t.co/q0FXqvf2YK,1
7.68099E+17,RT @Gurmeetramrahim: Jam packed stadium! Excited audience! And players in high spirit! Spectacular performance in #TRLDay1 https://t.co/yjt…,1
7.68099E+17,RT @BleacherReport: 5-time NBA champion.2-time Finals MVP. 18-time All-Star.So much accomplished in 38 years. #HappyBirthdayKobe https:…,1
7.68099E+17,"Dear #BearsFam--yo, over here!Got an important message tmw AM.Til then, enjoy wht I posted today/y'day. #BearDown! https://t.co/i8u4CvSnHG",1
7.68099E+17,Fun Fact Tuesday! Summer is coming to an end... Worn tires will be of little use in winter weather. Be sure to exa… https://t.co/g7WZqLMXtU,1
7.68099E+17,Because you're the only one that understand me without even know me ♡@ArianaGrande I love you so much. ☆☆ https://t.co/cfPAmkbtol,1
7.68099E+17,RT @TrafficChiefNG: @TouchPH: Oselepriyie a mother &amp; entrepreneur was abducted 2 wks ago. News about her whereabouts will be appreciated ht…,1
7.68099E+17,"RT @girlposts: ""Girl u need to stop asking to die it gets really annoying im a busy person"" https://t.co/AaNCT0KRGT",0
7.68099E+17,RT @Gurmeetramrahim: Jam packed stadium! Excited audience! And players in high spirit! Spectacular performance in #TRLDay1 https://t.co/yjt…,1
7.68099E+17,@walkyouhome He is beautiful - I love a wee greyjoy! This is one of my two stripy guys when he was a babyx https://t.co/KcyLTi7be2,1
7.68099E+17,RT @la10220207: #김한빈 #김진환 #아이콘 🙈Hope u happy till the end of time.💛 https://t.co/gbpbxbXRs3,1
7.68099E+17,RT @SoDamnTrue: THESE WHOLESOME MEMES ARE SO BEAUTIFUL https://t.co/qZHNcOKDkr,1
